1426948939043987458	2021-08-15 16:48:33+00:00	Absolutely inspirational stuff from @meathladiesMLGF. Éadaoin has lots to look up to! 😊  Now on to the All-Ireland Final against Dublin.  #anmhíabú 💚💛 https://t.co/qUyZnCFWCE
1426951017636274179	2021-08-15 16:56:48+00:00	@meathladiesMLGF Brilliant. Inspirational stuff. 🙌🙌💚💛
1427027723583692806	2021-08-15 22:01:36+00:00	This is wonderful 💚💛 https://t.co/cTcqhoQsQp
1427552738964123648	2021-08-17 08:47:50+00:00	🚂 The ongoing review of the Navan rail line is due to report next month but, regardless of its conclusions, it will take a big effort to ensure the project is delivered as a matter of priority.   🚂 Join me &amp; @JohnnyGuirke next week for an update &amp; to find out how you can help.. https://t.co/USyleSR0fO
1428092219953754120	2021-08-18 20:31:32+00:00	Lovely evening to be out and about in #Ashbourne with our public greenspace leaflet.   Sinn Féin fully supports the tremendous local community-led campaign for a public park for the town. https://t.co/RuouWavDVf
1428296575445516294	2021-08-19 10:03:34+00:00	"""Our plans would add more buses and routes, reduce carbon emissions from the transport sector, cut back school costs for families, and encourage the use of public transport from a young age,"" said Mr O'Rourke.  https://t.co/LKXUTHL9JF"
1428606915630751745	2021-08-20 06:36:45+00:00	I will be on LMFM this morning at 10.15am to discuss Sinn Féin’s proposals for the expansion of the school bus transport scheme. Tune in if you can 😊📻🚌 https://t.co/gWgz5yeahJ
1428660530877812736	2021-08-20 10:09:48+00:00	🚌 Every year tens of thousands of children who want to use school bus transport are excluded from the system because the Govt. won't invest to expand the service &amp; support bus operators. Sinn Féin have a plan to change that…  🚌 See our proposals here: https://t.co/kuLZ2I9Ymm https://t.co/nVU2H19d9g
1428682095778570242	2021-08-20 11:35:29+00:00	Standing with Dublin Bus drivers this afternoon at ⁦@Dept_Transport⁩. Drivers are committed to delivering the very best in public transport but recent proposals are an attack on terms and conditions. Resolution is possible but Minister Ryan must step up. #DublinBus https://t.co/WvaVX5CxTp
1428748909929803788	2021-08-20 16:00:59+00:00	@LorraineTham2 @ThomasByrneTD @HMcEntee @MichealMartinTD Done @LorraineTham2
1429005731743911936	2021-08-21 09:01:30+00:00	We were told there’d be no cliff-edge. There is. For some, it’s as soon as 7th Sept. Many taxi drivers (like arts/ents &amp; others) are not back at work because there is no work - due to ongoing restrictions. They are not ‘jobseekers’.  https://t.co/Bqp4zLJPQx https://t.co/dLEMWG2Aim
1429030745612374019	2021-08-21 10:40:54+00:00	The very best of luck to the Meath Minors in the All Ireland Minor Semi Final today in Breffni Park. 🏐💚💛  Meath v Sligo  🗓Saturday August 21st ⌚️ 12.45pm 📍Breffni Park, Cavan  📺 Live on @TG4TV https://t.co/CpMaon15aB
1429068210519908361	2021-08-21 13:09:46+00:00	Comhghairdeas mór. Great win for @MeathGAA Minors. Maith sibh.  #AnMhíAbú 🟢🟡 https://t.co/XFvbp5yFbs
1429374608986230788	2021-08-22 09:27:17+00:00	I’ve just registered for the SOSAD #DawnToDusk fundraiser. Please do too 😊:   - Go to https://t.co/xPtklluBxd  - On 12th September, complete a 7km walk, take photos &amp; post to social media. Don't forget to use #DawnToDusk &amp; tag SOSAD. - Your support is greatly appreciated.
1429723904440930304	2021-08-23 08:35:16+00:00	The Meath Minors will play in the All-Ireland Final next Saturday. The Senior Ladies will play in the All-Ireland Final the following Sunday. A great couple of weekends to look forward to. The very best of luck to both teams. Make sure to hang out your colours. 😊🟢🟡 #AnMhíAbú https://t.co/qxMgGRNWyf
1430197845819277322	2021-08-24 15:58:32+00:00	Are you under 30?   @sinnfeinireland wants to hear from you! 📢  Today @loreillysf launched a survey to capture the real story for young workers, how the pandemic has affected them and their work, and how they can be helped.  Fill out the survey here: https://t.co/eqcbakNaJ0 https://t.co/Xyk0IStfuF
1430247019889758217	2021-08-24 19:13:56+00:00	🚨REMINDER🚨 🗓 Thursday 26th August ⏰ 7.30pm 📍https://t.co/hSsJiVf1By 🚂🚂🚂🚂🚂🚂🚂🚂🚂 https://t.co/NPHdHE6Wr7
1430849419730165760	2021-08-26 11:07:40+00:00	A lovely morning to be out &amp; about in #Ashbourne. Have a look at our greenspace document &amp; let us know what you think by email to darren.orourke@oir.ie.   We think the proposals, if implemented, would transform our towns &amp; villages.   Link to document: https://t.co/eXBAbuEnNt https://t.co/yWGhjF1vsV
1430905120959594518	2021-08-26 14:49:00+00:00	Today, I wrote to Ministers Ryan and Foley and called on them to increase school transport capacity for 2021/2022 (and for the 50% loading rule to be re-assessed).  More children are set to miss out on a ticket this year than ever before. Crazy stuff. https://t.co/dTT8iZJcdG
1431153909733724166	2021-08-27 07:17:36+00:00	I will be on LMFM at 10.15am this morning to discuss school transport chaos and the reports on reopening plans. Tune in if you can 😊📻 https://t.co/65ZhlcbqmI
1431324216884924422	2021-08-27 18:34:20+00:00	The last time the @MeathGAA Minors won the All-Ireland was in ‘92. I remember it well. Michael Farrelly from @GaeilColmcille scored an injury time goal to rob Armagh. Now far from home, he reminisces beautifully here @meathchronicle   #AnMhíAbú 🟢🟡  https://t.co/Gcw6rhflbF
1431537511185190919	2021-08-28 08:41:54+00:00	Very best wishes to the @MeathGAA Minors in the All-Ireland Final today. You’ve lifted us all and given us great cause for cheer. We’re with you all the way. Go n-éirí go geal libh.   ⏰ Throw in 1pm 📍 Pairc an Chrócaigh 📺 Live on @TG4TV   #AnMhíAbú 🟢🟡 https://t.co/hm1G2SP9Ri
1431612575347838986	2021-08-28 13:40:10+00:00	Edge of the seat stuff in Croke Park.   Comhghairdeas mór to the @MeathGAA. All-Ireland Minor Champions for the first time in 29 years!!!  Cruel finish on @TyroneGAALive but beidh lá eile agaibh.   Today’s for the Royals 🟢🟡#anmhíabu #hontheroyal https://t.co/agz4Ms4Dxw
1431886401054912512	2021-08-29 07:48:15+00:00	As it stands, more children will be refused a seat than ever before. More cars on the road, more families severely discommoded. Crazy stuff.   Minister Foley must immediately review the 50% rule and/or significantly increase capacity for ALL children.  https://t.co/nclS5MNBBX https://t.co/P1uT9XXy3X
1431935069900398594	2021-08-29 11:01:39+00:00	One one-hundredth of a second! Fantastic from @smyth_jason. Comhghairdeas mór 🇮🇪 🐐 #Paralympics #ParaAthletics https://t.co/IEaGrvZ96s
1432240603228688387	2021-08-30 07:15:44+00:00	🚌 Students on city services will travel on buses loaded to 100% with a mixture of passengers. Elsewhere, thousands of children have been refused a place on school transport due to the 50% rule.   🚌 Govt. must find a way to accommodate these children.   https://t.co/VTH5Nm85LB
1432335229927239685	2021-08-30 13:31:44+00:00	@JenniferTreadw5 @Buseireann @Donnchadhol @GaryGannonTD @AodhanORiordain Hi @JenniferTreadw5 will you email the details to me at darren.orourke@oir.ie and I will follow up with @Buseireann. Go raibh maith agat, Darren
1432444139837198341	2021-08-30 20:44:31+00:00	A triumph of science. A disgusting failure of politics….. https://t.co/cPkUlP698o
1432606716974276608	2021-08-31 07:30:32+00:00	🚌 Three weeks after the IPCC’s ‘code red for humanity’ and this Government is in the process of refusing more children access to school bus transport than ever. In. The. History. Of. The. State.  🚌 That’s a special kind of incompetence. https://t.co/nrcWMPNAn5
1432607397378461696	2021-08-31 07:33:14+00:00	https://t.co/wiZtp99sA0
1432696313569816577	2021-08-31 13:26:34+00:00	*59 workers and their families.
1432697767684714500	2021-08-31 13:32:20+00:00	This is very disappointing for the local economy in #Kells, but most particularly for the 59 workers involved &amp; their families. It's absolutely essential that News Corp engage now in good faith with workers &amp; their union &amp; honour long-standing agreements.  https://t.co/JIFI3LDVOS
1432778221536391178	2021-08-31 18:52:02+00:00	🚌 Despite the return of public transport to 100%, rural school transport remains at 50%. As a result of this (and Govt’s failure to prepare) thousands of children are refused places.   🚌 This is hugely frustrating for families trying to make arrangements for the school year. https://t.co/YDbF722SWe
1433064847630024709	2021-09-01 13:50:59+00:00	This is really great. Roll on Sunday. #AnMhíAbú https://t.co/Ywhu8FHQy5
1433079640185315341	2021-09-01 14:49:46+00:00	ESRI bulletin highlights need for quality public green spaces  “Over the next few years, tens of thousands of new homes need to be built to meet demand.  It is essential that quality green spaces are designed &amp; incorporated as part of these developments.”  https://t.co/QgMOoUnDcX https://t.co/dxs2RnkepA
1433147401049624581	2021-09-01 19:19:01+00:00	Lovely evening to be out and about in #Ashbourne with our public greenspace leaflets.   Home now to shout for the Boys in Green!! 🇮🇪 #COYBIG https://t.co/e2PKqTdiIu
1433470006000500736	2021-09-02 16:40:56+00:00	Have a listen back to this morning’s discussion about the ongoing frustration with the School Bus Transport scheme this year. 🚌 📻   https://t.co/tgR2KEb68l
1433692740697698311	2021-09-03 07:26:00+00:00	Posting this again. Please support this important fundraiser in any way you can. SOSAD do fantastic work for people dealing with mental health challenges in Meath.   https://t.co/UASBHIUFeq
1433742487613591552	2021-09-03 10:43:41+00:00	@CorriganLisa @tcddublin @TCDPharmacy @TCDRadTher @tcd_ot @TCD_SNM @ClinSpeechTCD @PtTcd @TrinityMed1 @DentalSchoolTcd @DieteticsTCD @SPHeREprogramme @TCDhpm Delighted for you @CorriganLisa :) Great day for TCD :)
1433846246448500736	2021-09-03 17:35:59+00:00	Very well said by @kevoboyle. I know it well. Graduates vote with their feet, dedicated staff become demoralised, and an incredible pool of talent continues to go under-utilised.   There’s a major win here, if only @roinnslainte @IRLDeptPER @DonnellyStephen would take it…. https://t.co/H9f70yDkve
1434042395226685444	2021-09-04 06:35:24+00:00	SUPPORT THE NAVAN TO DUBLIN RAILWAY LINE 🚂🚂  We’ll be outside Navan shopping centre TODAY from 11am-1pm to highlight the issue of the Navan rail line &amp; to update people on the campaign. We will keep pressure on the govt until this project becomes a reality. Drop by if you can. https://t.co/UV4PCdPa5R
1434104367133728771	2021-09-04 10:41:40+00:00	🚂 Out with Johnny Guirke TD updating people on the campaign to bring the train to Navan (via Dunshaughlin). Should be the start of a major expansion of rail. Kells and the North West next !! @JohnnyGuirke @sinnfeinireland https://t.co/ezUHy5DiE7
1434197892051390469	2021-09-04 16:53:18+00:00	School bus transport bureaucracy is completely devoid of understanding &amp; sensitivity &amp; leaves families completely frustrated &amp; discommoded.   At a time when we’re supposed to be encouraging people to use public transport it’s crazy that the state is forcing children into cars. https://t.co/ftPqP0gUS9
1434265687371960321	2021-09-04 21:22:41+00:00	And still #undisputed #undefeated #KatieTaylor 🥊🙌
1434408885654368258	2021-09-05 06:51:43+00:00	All roads lead to Croke Park today!! Historic day for @meathladiesMLGF and a fantastic achievement to reach the All-Ireland Final in their first year at Senior. Nothing to lose today against the Dubs. Pride of the county. We’re with you all the way. 🟢🟡 #anmhíabú #uptheroyals https://t.co/4QUcKA0GCQ
1434558865392160783	2021-09-05 16:47:40+00:00	What a day! What a performance! @meathladiesMLGF ALL-IRELAND CHAMPIONS #anmhíabú 🟢🟡 https://t.co/D2VWAxnvhb
1434570024417742852	2021-09-05 17:32:01+00:00	Meath are, as they used to say, magic. It’s a bit of a thing again. 😊🙌🙌🟢🟡#anmhíabu https://t.co/EDeldRux4G
1434766706753384448	2021-09-06 06:33:34+00:00	I will be on LMFM this morning at 9.15am. Tune in if you can. 😊📻 https://t.co/oy9xjlLusM
1434805965921136642	2021-09-06 09:09:34+00:00	Éadaoin’s first day in Croke Park yesterday. She won’t remember it but we can tell her she was there when @meathladiesMLGF made history.   ‘Course the team have won 3 trophies since she was born so she’s a bit of a lucky charm! 🤣🟢🟡 #anmhíabú  #champions #cantseeitcantbeit https://t.co/c0pYKHRAmM
1436056768715673601	2021-09-09 19:59:48+00:00	2 weeks to go to the 5th Annual Thomas Ashe Commemorative Lecture. This year, @LNBDublin will join us to discuss the defining issue of our era - the climate emergency. Bígí linn online on Thursday 23rd September. https://t.co/CY7zLFcJxt
1436360281492529153	2021-09-10 16:05:52+00:00	Fantastic line-up and something for everyone this weekend at @HinterlandKells.   Check out the programme at https://t.co/Bs9IZZY3qr https://t.co/7BZBB8jHPw
1436771645012725762	2021-09-11 19:20:28+00:00	Congratulations to Tyrone. All-Ireland Senior Football Champions 2021. A well-earned win. 🔴⚪️  https://t.co/NASrsQH7A3
1436775973903650817	2021-09-11 19:37:40+00:00	Throne #tyronevmayo
1436992013606522881	2021-09-12 09:56:08+00:00	Out for Dawn to Dusk in #Ashbourne this morning in support of @SOSAD_Ireland. 😊  There’s still time to take part or donate here: https://t.co/c8dRBPwVSP https://t.co/aYjsZCrU3c
1437039984968622080	2021-09-12 13:06:45+00:00	Delighted to drop by #NavanBikeFest at @ColaisteNaMi today with Bean Uí Ruairc &amp; Art &amp; Éadaoin.   This week’s a good week to think about introducing a bike ride to your daily routine. #BikeWeek #ActiveTravel https://t.co/L2AXU5Aaja https://t.co/949MHhkrNz
1437352848350658560	2021-09-13 09:49:58+00:00	Shane McGeough is an old neighbour and team-mate of mine. He is a gentleman and the absolute salt of the earth. He is in Australia. He and his beautiful family need our thoughts, love, help and support. Please support this fundraiser in any way you can.  https://t.co/UGX5YQ5WnU
1437477653242580992	2021-09-13 18:05:54+00:00	Leo Varadkar was the Minister for Transport who shelved the Navan Rail project in 2011 (blaming the FF-induced economic crash).  Truth is, we’ve lost a decade &amp; more on this project thanks to the combined efforts of FF &amp; FG.…….and still have no funding or start date. https://t.co/SMshBiivkg
1437785532680048646	2021-09-14 14:29:18+00:00	“Thomas Ashe lecture to focus on the defining issue of our era; the climate emergency” - @orourke_darren, @LNBDublin   https://t.co/g5Pvj9hjxa https://t.co/fEgm3tLQaA
1437842201959096323	2021-09-14 18:14:29+00:00	Wrapping up here in Dublin. @sinnfeinireland is the party of change, united in purpose, and committed to delivering for workers and families. Proud to be a part of it. @PearseDoherty https://t.co/vNdKnKZKFo
1438553189213671427	2021-09-16 17:19:41+00:00	"Only a Sinn Féin-led Government will deliver rail to Navan.  This week we had Fine Gael TDs standing for photo ops at the old Navan station. Today I asked ""where's the money &amp; when's the start date?""   Response? ""It's on a long, long list &amp; you're not even at the starting line"".. https://t.co/YqWm3VJZEg"
1438769883316211712	2021-09-17 07:40:45+00:00	I will be in Stamullen, Kentstown and Slane today for my monthly clinic. Hope to see you when I’m out and about. DM here if we can help with anything. 😊 https://t.co/vdljR4XWAe
1438780292219736070	2021-09-17 08:22:07+00:00	I raised the issue of potential blackouts this winter in the Dáil yesterday. It's a clear case of mismanagement &amp; policy incoherence &amp; the truth is, I have no confidence that the Minister or Govt have the issue under control. I don't think anyone has...  https://t.co/8Ai0pEuCbv
1439157168054362117	2021-09-18 09:19:41+00:00	Senator Lynn Boylan to tackle climate emergency at annual Thomas Ashe lecture  🗓 Join us on Thursday at 7.30pm 📍 Live on https://t.co/uNVxjzdf8I https://t.co/Hq1szNblMo
1439212173369151492	2021-09-18 12:58:16+00:00	In fact, the Minister and this Govt. will add to the burden... https://t.co/vYLYRuc9we
1439245665272569863	2021-09-18 15:11:21+00:00	Raised #TRIPSWaiver with the Tánaiste in the Dáil this week. His response reminded me of this. 👇#WordsMatter #VaccineColonialism https://t.co/y1t3rnqIOh https://t.co/bcANlUHO6H
1439489668576432128	2021-09-19 07:20:56+00:00	Myself and @JohnnyGuirke and @MacManusChris have raised this issue in Dublin and Brussels.👇  ‘Perfect storm’: Supply chain woes to continue as shoppers told to batten down hatches into 2022 https://t.co/9WhNgKVGcT
1439489796569812992	2021-09-19 07:21:26+00:00	https://t.co/kW53y5MJse
1439528764212453379	2021-09-19 09:56:17+00:00	@ciananbrennan Related from the Dáil this week 👇 https://t.co/qbWvTyHirk
1439595308078485505	2021-09-19 14:20:42+00:00	📍Clinic in Kells  🗓Tomorrow (Monday 20th Sept) ⏰4.30pm-6.30pm ☎️Call 01-8499573 or DM here for an appointment https://t.co/5rHw5blmYd
1439638145247715334	2021-09-19 17:10:55+00:00	Delays to Metro and Dart+?   I raised NDP and rail investment with Minister this week but none of this was revealed. Here we are now with more speculation related to leaks from Cabinet. A ridiculous way to govern!   I’ve written to Min. Ryan for an urgent update. https://t.co/aS0ezcCmJO
1439841159287816195	2021-09-20 06:37:37+00:00	I will be on LMFM at 10.30am this morning. Tune in if you can. 😊📻 https://t.co/3L6dZ4396B
1440263097302732807	2021-09-21 10:34:15+00:00	It’s important that the government works with the industry to make bus and haulage an attractive possibility for people.  Training and good pay and working conditions must form part of that.  https://t.co/qHot4q1U3Z https://t.co/H3DZwngr0s
1440338150803460099	2021-09-21 15:32:29+00:00	Senator Lynn Boylan to tackle climate emergency at annual Thomas Ashe lecture  🗓 Join us on Thursday at 7.30pm 📍 Live on https://t.co/uNVxjzuQ0g https://t.co/PFZhC4OwGt
1440614936288264195	2021-09-22 09:52:20+00:00	Govt. talk the talk on public transport but when it comes to delivery it's the opposite. We have a Green Minister, supported by FF &amp; FG actually reducing public bus services. The latest is the 109A DCU service in Meath. I have raised this with the NTA, BÉ &amp; the Minister. https://t.co/dettqC4JZo
1440666580363333632	2021-09-22 13:17:33+00:00	Stating the obvious here but necessary, and quite incredible, in light of NCSC capacity review findings. “Does not currently have the organisational capacity or design….” “Currently under-resourced and over-tasked…” https://t.co/Lx6pFfVSsE
1440755450379522050	2021-09-22 19:10:41+00:00	@hoeyannie I’m very sorry for your loss Annie. My condolences to you and your family x
1441070474822397952	2021-09-23 16:02:29+00:00	There is a crisis in student accommodation - and it is a direct result of Govt. policy. It has real implications for students. At best it is a huge disruption. At worst, it means students are denied the opportunity to take up 3rd level places. It's a failure of Govt. https://t.co/Ahfg2G4jMP
1441127439648788485	2021-09-23 19:48:51+00:00	"❗️❗️ WATCH BACK: Sen. Lynn Boylan joined us for the 5th Annual Thomas Ashe Commemorative Lecture to discuss ""the who, how and when of responding to the climate emergency"".   Have a look back here: https://t.co/S7qSt7uMjp https://t.co/7Yee9yHinS"
1441322083477196802	2021-09-24 08:42:17+00:00	Sinn Féin publish legislation to ensure fair funding for local authorities. Brilliant work by @JohnnyGuirke. Meath is the worst funded county in the state. This has to change. Fair is fair.   This legislation would mean fairer funding for counties, based on objective need.. https://t.co/Oj0AjkpVog
1441658762574450695	2021-09-25 07:00:08+00:00	I ndíl cuimhne.   Today is the 104th anniversary of the death of Thomas Ashe, who died as a result of force-feeding while on hunger strike in Mountjoy Prison on 25th September 1917.   Ashe had previously led the 5th Battalion of the Volunteers at the Battle of Ashbourne. https://t.co/9VKSGr9T8J
1441736121411674118	2021-09-25 12:07:32+00:00	Melbourne Football Club - #AFLGrandFinal winners for the first time since 1964. The great Jim Stynes is surely smiling :) https://t.co/lfCdjRtvmu
1441750167506485250	2021-09-25 13:03:21+00:00	We’ve been here before &amp; won. We need to do the same again.   @JohnnyGuirke has written to all Meath TDs asking them to support his call for a Dáil debate on proposed cuts at Navan Hospital. I’m very happy to support that call.   Protest at 12 next Thurs at the Dáil. Bígí linn. https://t.co/f0eHL2yfuN
1441833855200083976	2021-09-25 18:35:53+00:00	🗓 Clinic on Monday 27th Sept 📍 Duleek office  ⏰ 4.30pm to 6.30pm ☎️ DM here or call 01-8499573 for an appointment https://t.co/2Opmjjye6n
1442020894260416517	2021-09-26 06:59:07+00:00	We are living with runaway fuel &amp; electricity costs &amp; it’s set to get worse.   Govt must take the opportunity of Budget 2022 to intervene.   Lots of options - expand &amp; increase fuel allowance, new discretionary fund, reduce VAT, carbon tax, PSO, price caps - but they must act. https://t.co/OxIqPhsfe9
1442078492951146502	2021-09-26 10:47:59+00:00	How did we end up here?! The issue of energy security &amp; electricity 'amber alerts' &amp; the resulting potential of blackouts are major crises.   It's a clear case of mismanagement &amp; policy incoherence by successive Governments. https://t.co/m7MrWOk6kh
1442734373497974784	2021-09-28 06:14:14+00:00	The Dáil will debate a Sinn Féin motion, today, calling for significant investment to address unprecedented waiting lists in our health service. https://t.co/T19KtxVBok
1443172221330014210	2021-09-29 11:14:05+00:00	The Government are rolling out the red carpet for data centres while lights are at risk of going out and pensioners are doing their washing in the middle of the night to save a few cents. Fianna Fáil, Fine Gael and the Greens. Complete incompetence. https://t.co/qH3ESwwYzM
1443186246013136898	2021-09-29 12:09:48+00:00	🚨 The Portal for Irish Passport holders in the North to apply for an EU Digitial Cert has gone live. 🚨   Details of what you need are at the link below.👇🏼  https://t.co/8uV8J1W7yq… https://t.co/nr967uQyp1 https://t.co/fqTVN5Bx7G
1443342374013444096	2021-09-29 22:30:12+00:00	Remember FG used try sell themselves as competent?!! https://t.co/P558ZOUXfa
1443345151854850048	2021-09-29 22:41:14+00:00	@LM_Tully Congratulations Louise 🥳🙌
1443461482663063553	2021-09-30 06:23:30+00:00	🚨Following a Dáil debate this week, concern for the future of critical and emergency services at Navan Hospital have been heightened.   Bígí linn inniú. https://t.co/pvSn1nluz1
1443575882690355210	2021-09-30 13:58:05+00:00	People power can save Navan Hospital services – Johnny Guirke TD and Darren O'Rourke TD  https://t.co/ISyMhbeGmr  The campaign continues. Join the online Hospital meeting tonight at 8pm: https://t.co/FSJed32q2b https://t.co/wifoLqpgue
1443691705132359683	2021-09-30 21:38:19+00:00	The Save Navan Hospital group met tonight. Plans are underway for a mass public rally in support of the hospital. More details to follow.   https://t.co/fcblySxmQE
1443951950110801928	2021-10-01 14:52:26+00:00	Such is the absolute failure of Fianna Fáil and Fine Gael over the last 100 years, that many people believe our health service can’t actually be fixed!! It can…..and it will be Sinn Féin that does it.👇  https://t.co/TW6Nj5Xy4Z
1444011972010422273	2021-10-01 18:50:57+00:00	Beautiful Meath! A family walk on Gormanston beach. A lovely way to finish off a day of clinics. “This is the good life,” says Art (3 going on 83 🤣). He isn’t wrong… https://t.co/UEF4Xp6Yjs
1444225723074555904	2021-10-02 09:00:19+00:00	Hundreds of Post Offices are at risk of closing - for the want of €17m state support, according to the Irish Postmasters' Union. @sinnfeinireland  is fully committed to delivering that funding. The Govt, incredibly, is not. That needs to change. Budget 2022 is just days away... https://t.co/aSXvLYOwDg
1444273412810104833	2021-10-02 12:09:49+00:00	Pay parity (not token gestures) for #MedicalScientists, vaccine equity, and energy policy incompetence. Yesterday’s Friday Forum on ⁦@NewstalkFM⁩.   Discussing the news stories of the week with our Friday Forum | Newstalk https://t.co/hKtwDoVeTn
1444377549442895877	2021-10-02 19:03:37+00:00	Clinic Schedule  🗓 Monday 4th October 📍 Kells office  ⏰ 4.30pm-6.30pm ☎️ Call 01-8499573 for an appt. https://t.co/0yzO7X2fbT
1444562771543212036	2021-10-03 07:19:38+00:00	Taoiseach (on Wednesday): “It is not an issue of rolling out the red carpet for anybody…”  Government (on Sunday): 👇  https://t.co/S1ReXqhysa
1444700261394550796	2021-10-03 16:25:58+00:00	Éadaoin’s a big 1 today and, as usual, she’s full of smiles. Lá bréithlá shona di. 🎂🥳 https://t.co/iFGBdwmYHH
1444918384932573185	2021-10-04 06:52:42+00:00	SAVE THE DATE - MAJOR RALLY 🗓 Saturday 30th October ⏰ 1pm 📍 Navan, Co. Meath NAVAN HOSPITAL NEEDS YOU https://t.co/N2uP0blQJy
1445096520915820553	2021-10-04 18:40:33+00:00	Autumn’s in. Spillin’ in #Kells for an evening canvass.🌧🍂😊 https://t.co/XqxGY5jBR4
1445126093221109765	2021-10-04 20:38:04+00:00	NDP briefing note for Government spokespersons.  Select as appropriate;  A) “It’s in the plan but it’s NOT gonna happen. Sure ye know yerself.”  B) “It’s not in the plan but it IS gonna happen. Sure ye know yerself.” C) “Plan? What plan? Sure a plan’d be the right job.”
1445265511600861185	2021-10-05 05:52:04+00:00	I will be on LMFM this morning at 9.15am to discuss the National Development Plan. Tune in if you can. 😊📻 https://t.co/8KkZh5DERL
1445346079587946497	2021-10-05 11:12:13+00:00	With childcare workers outside the Dáil today. A @sinnfeinireland motion this evening is calling for the Govt to cut fees by 1/3 and to commit to pay the wages of those working in the sector. The sector is permanently under-valued and under-funded. That must change change. https://t.co/L6vKgv9cJD
1445637415968800768	2021-10-06 06:29:53+00:00	🗓 Friday 8th October  📍 Ratoath, Dunshaughlin, Dunboyne  ☎️ Call 01-8499573 for appointment https://t.co/6Tp0YYoi8I
1445714024382050304	2021-10-06 11:34:18+00:00	Govt. are insisting on Carbon Tax hikes, penalising ordinary families who have no alternatives.   Meanwhile, they're rolling out the red carpet for data centres, subsidising electric supercars, &amp; failing to meet their own targets.  It's not climate action - it's eco-austerity... https://t.co/sev1U7Oak7
1445732859432558593	2021-10-06 12:49:08+00:00	At the #MarchForMaternity demo at Leinster House. Our Éadaoin had her first birthday on Sunday.   It’s totally unacceptable that expectant parents are living with restrictions 1 year (19 months!) later.   Govt, HSE and clinical leaders must act. https://t.co/gwe67eYdLv
1445828452863578113	2021-10-06 19:09:00+00:00	It’s vital action is taken now to shield people from crippling energy price rises.  https://t.co/dfsyc8O3q7
1446010449640710144	2021-10-07 07:12:11+00:00	🚨🚨Confirmation, if ever it was needed, that Navan A&amp;E (AND ICU) are set to be downgraded. The threat to these essential services is imminent.   The Hospital needs you like never before. Join us on October 30th at 1pm in Navan for a Monster Rally to Save Navan Hospital. https://t.co/5oQnHjafWM
1446235096420392964	2021-10-07 22:04:51+00:00	Bígí linn https://t.co/7LAKpnpbAK
1446525933658284060	2021-10-08 17:20:32+00:00	Green Party gaslighting their way to carbon neutrality. That’ll work well… https://t.co/lp5MJmzlJn
1446752455459577861	2021-10-09 08:20:39+00:00	This is not the first time concerns about culture and practice in the Irish Coast Guard have been aired.   I have written to the Minister for Transport and the Oireachtas Transport Committee to have these matters addressed urgently.  https://t.co/xCvlnReyoY
1446816893755662336	2021-10-09 12:36:42+00:00	In Navan today with @JohnnyGuirke rallying the troops for a mass public demonstration at 1pm on Saturday 30th October in support of Navan Hospital.   As confirmed by the HSE, Navan A&amp;E and ICU are set to close.   Only people power can stop this. Bígí linn.  #SaveNavanHospital https://t.co/OiS0MMcfAK
1447115606235525124	2021-10-10 08:23:41+00:00	Today is #WorldMentalHealthDay. Mental health is just as important as physical health. We need to do more for all those suffering with their mental health. Services and supports are depleted and under-resourced. That needs to change.
